Word,Length,Freq_HAL,Log_Freq_HAL
lymphoma,8,454,6.12
kegs,4,454,6.12
iridium,7,454,6.12
housework,9,454,6.12
ginseng,7,454,6.12
clump,5,454,6.12
caving,6,454,6.12
checkbook,9,454,6.12
arteries,8,454,6.12
amorphous,9,454,6.12
wreak,5,453,6.12
whacked,7,453,6.12
trickery,8,453,6.12
stumps,6,453,6.12
snob,4,453,6.12
extractor,9,453,6.12
denouncing,10,453,6.12
conservatory,12,453,6.12
clarifies,9,453,6.12
bushy,5,453,6.12
arty,4,453,6.12
Augustus,8,453,6.12
arsenic,7,453,6.12
wreckage,8,452,6.11
punctuated,10,452,6.11
propelled,9,452,6.11
improvise,9,452,6.11
inaction,8,452,6.11
cranes,6,452,6.11
Cromwell,8,452,6.11
cornstarch,10,452,6.11
colds,5,452,6.11
asinine,7,452,6.11
almonds,7,452,6.11
adopts,6,452,6.11
young's,7,451,6.11
wither,6,451,6.11
vaccinate,9,451,6.11
stoves,6,451,6.11
speedup,7,451,6.11
sightseeing,11,451,6.11
sharpened,9,451,6.11
saline,6,451,6.11
satirical,9,451,6.11
periphery,9,451,6.11
passively,9,451,6.11
nymph,5,451,6.11
newsroom,8,451,6.11
mower,5,451,6.11
lubricate,9,451,6.11
Lincoln's,9,451,6.11
kisser,6,451,6.11
gleam,5,451,6.11
formulations,12,451,6.11
fostered,8,451,6.11
doctrinal,9,451,6.11
culinary,8,451,6.11
czar,4,451,6.11
boyhood,7,451,6.11
tulip,5,450,6.11
tenet,5,450,6.11
propped,7,450,6.11
octaves,7,450,6.11
microscopy,10,450,6.11
malevolent,10,450,6.11
manhole,7,450,6.11
longshot,8,450,6.11
inflatable,10,450,6.11
havens,6,450,6.11
freer,5,450,6.11
flourished,10,450,6.11
eyeballs,8,450,6.11
cutaneous,9,450,6.11
contrasted,10,450,6.11
convection,10,450,6.11
chivalry,8,450,6.11
calibrate,9,450,6.11
blacked,7,450,6.11
biosphere,9,450,6.11
assassinate,11,450,6.11
astounded,9,450,6.11
serrated,8,449,6.11
resided,7,449,6.11
region's,8,449,6.11
ratify,6,449,6.11
Juno,4,449,6.11
heuristic,9,449,6.11
dukes,5,449,6.11
cogs,4,449,6.11
bundling,8,449,6.11
boundless,9,449,6.11
antiquated,10,449,6.11
woolly,6,448,6.1
wiggled,7,448,6.1
transducer,10,448,6.1
thirteenth,10,448,6.1
telegram,8,448,6.1
sweatshirt,10,448,6.1
regenerates,11,448,6.1
Moore's,7,448,6.1
forfeited,9,448,6.1
flannel,7,448,6.1
fellas,6,448,6.1
excise,6,448,6.1
endangering,11,448,6.1
deteriorating,13,448,6.1
conspirators,12,448,6.1
collated,8,448,6.1
communicators,13,448,6.1
churning,8,448,6.1
artery,6,448,6.1
airship,7,448,6.1
alfalfa,7,448,6.1
accommodating,13,447,6.1
valence,7,447,6.1
scribble,8,447,6.1
rehearsals,10,447,6.1
Peking,6,447,6.1
overridden,10,447,6.1
masculinity,11,447,6.1
majorities,10,447,6.1
friendlier,10,447,6.1
exertion,8,447,6.1
embodiment,10,447,6.1
conceptions,11,447,6.1
unmatched,9,446,6.1
trembled,8,446,6.1
tinted,6,446,6.1
resurgence,10,446,6.1
reorganize,10,446,6.1
rebut,5,446,6.1
precinct,8,446,6.1
movable,7,446,6.1
footwear,8,446,6.1
exhale,6,446,6.1
entertainers,12,446,6.1
ere,3,446,6.1
denigrate,9,446,6.1
cherries,8,446,6.1
captives,8,446,6.1
borough,7,446,6.1
blotter,7,446,6.1
anatomical,10,446,6.1
afar,4,446,6.1
tormented,9,445,6.1
showroom,8,445,6.1
orphaned,8,445,6.1
ordinances,10,445,6.1
maximized,9,445,6.1
manslaughter,12,445,6.1
loyalties,9,445,6.1
inefficiency,12,445,6.1
gunman,6,445,6.1
grandmother's,13,445,6.1
flicked,7,445,6.1
enumeration,11,445,6.1
deadliest,9,445,6.1
crochet,7,445,6.1
contestant,10,445,6.1
cigars,6,445,6.1
blasphemous,11,445,6.1
antagonistic,12,445,6.1
acolyte,7,444,6.1
vigilant,8,444,6.1
unplayable,10,444,6.1
subsistence,11,444,6.1
retraction,10,444,6.1
refrigerate,11,444,6.1
powerfully,10,444,6.1
mumbling,8,444,6.1
morgue,6,444,6.1
homecoming,10,444,6.1
hematite,8,444,6.1
Hannibal,8,444,6.1
fountains,9,444,6.1
electrostatic,13,444,6.1
abides,6,443,6.09
unpacking,9,443,6.09
undisputed,10,443,6.09
thunderbolt,11,443,6.09
squatting,9,443,6.09
shards,6,443,6.09
shadowing,9,443,6.09
reverted,8,443,6.09
riddled,7,443,6.09
recollections,13,443,6.09
loudspeaker,11,443,6.09
gush,4,443,6.09
halter,6,443,6.09
exhausting,10,443,6.09
effortlessly,12,443,6.09
clubhouse,9,443,6.09
Cartesian,9,443,6.09
bracelet,8,443,6.09
armpits,7,443,6.09
unspoken,8,442,6.09
Riviera,7,442,6.09
radiate,7,442,6.09
muted,5,442,6.09
mutt,4,442,6.09
intensify,9,442,6.09
indiscriminate,14,442,6.09
humiliate,9,442,6.09
henceforth,10,442,6.09
gambler,7,442,6.09
Fiji,4,442,6.09
constipation,12,442,6.09
blather,7,442,6.09
apropos,7,442,6.09
victimization,13,441,6.09
technicality,12,441,6.09
shivering,9,441,6.09
Richard's,9,441,6.09
paisley,7,441,6.09
magi,4,441,6.09
legislator,10,441,6.09
impair,6,441,6.09
gander,6,441,6.09
elitism,7,441,6.09
ducked,6,441,6.09
degenerated,11,441,6.09
dehydration,11,441,6.09
dashes,6,441,6.09
codified,8,441,6.09
clamping,8,441,6.09
chagrin,7,441,6.09
bothersome,10,441,6.09
tolls,5,440,6.09
supposing,9,440,6.09
sarcastically,13,440,6.09
modernization,13,440,6.09
investigates,12,440,6.09
explorations,12,440,6.09
deceitful,9,440,6.09
conferred,9,440,6.09
airframe,8,440,6.09
winded,6,439,6.08
snowing,7,439,6.08
sill,4,439,6.08
sheik,5,439,6.08
politic,7,439,6.08
nothingness,11,439,6.08
malfunctioning,14,439,6.08
Leningrad,9,439,6.08
jingle,6,439,6.08
inhaling,8,439,6.08
Gestapo,7,439,6.08
gestation,9,439,6.08
forearms,8,439,6.08
faucet,6,439,6.08
defensible,10,439,6.08
wattage,7,438,6.08
Tahiti,6,438,6.08
splashing,9,438,6.08
reelection,10,438,6.08
racking,7,438,6.08
Louis's,7,438,6.08
illusory,8,438,6.08
handbooks,9,438,6.08
fugue,5,438,6.08
fiddler,7,438,6.08
cysts,5,438,6.08
whiskers,8,437,6.08
warts,5,437,6.08
subdivisions,12,437,6.08
starboard,9,437,6.08
songbook,8,437,6.08
Slav,4,437,6.08
shunned,7,437,6.08
sensuality,10,437,6.08
scrapbook,9,437,6.08
oiled,5,437,6.08
mucking,7,437,6.08
mined,5,437,6.08
merciless,9,437,6.08
letterbox,9,437,6.08
inversely,9,437,6.08
inordinate,10,437,6.08
giver,5,437,6.08
crispy,6,437,6.08
comforts,8,437,6.08
breathes,8,437,6.08
awarding,8,437,6.08
appreciating,12,437,6.08
wail,4,436,6.08
vaults,6,436,6.08
Tories,6,436,6.08
tadpole,7,436,6.08
tantrums,8,436,6.08
subjectivity,12,436,6.08
normals,7,436,6.08
manes,5,436,6.08
fingerboard,11,436,6.08
epidemiological,15,436,6.08
consented,9,436,6.08
beret,5,436,6.08
banal,5,436,6.08
banded,6,436,6.08
whirlpool,9,435,6.08
waging,6,435,6.08
teaser,6,435,6.08
sporty,6,435,6.08
resourceful,11,435,6.08
quicksilver,11,435,6.08
phosphorus,10,435,6.08
netting,7,435,6.08
nautilus,8,435,6.08
lira,4,435,6.08
inquisitor,10,435,6.08
insures,7,435,6.08
gutted,6,435,6.08
fervor,6,435,6.08
dictation,9,435,6.08
delirium,8,435,6.08
culprits,8,435,6.08
consequential,13,435,6.08
carney,6,435,6.08
bugle,5,435,6.08
afoot,5,435,6.08
urinate,7,434,6.07
undid,5,434,6.07
undercut,8,434,6.07
strives,7,434,6.07
strode,6,434,6.07
stardust,8,434,6.07
shaker,6,434,6.07
retelling,9,434,6.07
passable,8,434,6.07
lumberjack,10,434,6.07
imperialists,12,434,6.07
heretical,9,434,6.07
greets,6,434,6.07
disorganized,12,434,6.07
disconcerting,13,434,6.07
conveying,9,434,6.07
coasts,6,434,6.07
atrophy,7,434,6.07
Woodrow,7,433,6.07
untie,5,433,6.07
unwittingly,11,433,6.07
upshot,6,433,6.07
supplicant,10,433,6.07
sweeter,7,433,6.07
sleepers,8,433,6.07
outfield,8,433,6.07
foaming,7,433,6.07
depressions,11,433,6.07
complying,9,433,6.07
clouded,7,433,6.07
whimpering,10,432,6.07
throes,6,432,6.07
Taoist,6,432,6.07
sprocket,8,432,6.07
sop,3,432,6.07
Shawnee,7,432,6.07
researches,10,432,6.07
rambler,7,432,6.07
populate,8,432,6.07
leisurely,9,432,6.07
landslide,9,432,6.07
idly,4,432,6.07
honk,4,432,6.07
hindquarters,12,432,6.07
grasses,7,432,6.07
engulfed,8,432,6.07
dissimilar,10,432,6.07
disavow,7,432,6.07
determinant,11,432,6.07
delegations,11,432,6.07
cleaver,7,432,6.07
belligerent,11,432,6.07
arousing,8,432,6.07
adoration,9,432,6.07
tenderly,8,431,6.07
scorched,8,431,6.07
saws,4,431,6.07
quarts,6,431,6.07
matchbox,8,431,6.07
mallet,6,431,6.07
hick,4,431,6.07
foundry,7,431,6.07
forego,6,431,6.07
eradication,11,431,6.07
eczema,6,431,6.07
dissuade,8,431,6.07
diabolical,10,431,6.07
concave,7,431,6.07
conduction,10,431,6.07
bucked,6,431,6.07
braided,7,431,6.07
awry,4,431,6.07
vindictive,10,430,6.06
suffrage,8,430,6.06
reared,6,430,6.06
quill,5,430,6.06
orientations,12,430,6.06
musings,7,430,6.06
mixers,6,430,6.06
logistical,10,430,6.06
London's,8,430,6.06
kiosk,5,430,6.06
inscribe,8,430,6.06
dunes,5,430,6.06
eagerness,9,430,6.06
designates,10,430,6.06
characterizations,17,430,6.06
Westinghouse,12,429,6.06
virtuoso,8,429,6.06
unwritten,9,429,6.06
unduly,6,429,6.06
theist,6,429,6.06
skimmed,7,429,6.06
ostrich,7,429,6.06
obfuscate,9,429,6.06
nitrates,8,429,6.06
levied,6,429,6.06
hoof,4,429,6.06
frail,5,429,6.06
fledgling,9,429,6.06
Darlene,7,429,6.06
crawls,6,429,6.06
coriander,9,429,6.06
cobalt,6,429,6.06
bloodshot,9,429,6.06
backdoor,8,429,6.06
aunts,5,429,6.06
annexation,10,429,6.06
vigilance,9,428,6.06
virulent,8,428,6.06
tentacle,8,428,6.06
swallows,8,428,6.06
summons,7,428,6.06
reciting,8,428,6.06
purist,6,428,6.06
oink,4,428,6.06
lukewarm,8,428,6.06
kilt,4,428,6.06
germs,5,428,6.06
gardeners,9,428,6.06
fanaticism,10,428,6.06
defaulted,9,428,6.06
cheerleaders,12,428,6.06
captions,8,428,6.06
trailed,7,427,6.06
revocation,10,427,6.06
piling,6,427,6.06
Orpheus,7,427,6.06
mire,4,427,6.06
interiors,9,427,6.06
howls,5,427,6.06
elliptical,10,427,6.06
disseminating,13,427,6.06
disbelieve,10,427,6.06
decisively,10,427,6.06
cushions,8,427,6.06
cheddar,7,427,6.06
bast,4,427,6.06
ascribed,8,427,6.06
Antigua,7,427,6.06
wayside,7,426,6.05
undetectable,12,426,6.05
tangerine,9,426,6.05
staining,8,426,6.05
refinery,8,426,6.05
profane,7,426,6.05
perpetuated,11,426,6.05
Persians,8,426,6.05
pessimist,9,426,6.05
joked,5,426,6.05
entitles,8,426,6.05
Edward's,8,426,6.05
cordial,7,426,6.05
centimeters,11,426,6.05
barometer,9,426,6.05
attainment,10,426,6.05
Apostolic,9,426,6.05
triumphant,10,425,6.05
stilt,5,425,6.05
Simon's,7,425,6.05
serfs,5,425,6.05
purgatory,9,425,6.05
presiding,9,425,6.05
mountaineering,14,425,6.05
matador,7,425,6.05
inescapable,11,425,6.05
festivities,11,425,6.05
dripped,7,425,6.05
Coolidge,8,425,6.05
chronically,11,425,6.05
chatted,7,425,6.05
bureaucracies,13,425,6.05
bonnet,6,425,6.05
unworkable,10,424,6.05
strangeness,11,424,6.05
strengthens,11,424,6.05
steed,5,424,6.05
shredder,8,424,6.05
rut,3,424,6.05
quotient,8,424,6.05
parlance,8,424,6.05
Pavlov,6,424,6.05
obscenities,11,424,6.05
muscled,7,424,6.05
looming,7,424,6.05
duke's,6,424,6.05
dissipate,9,424,6.05
cumin,5,424,6.05
Bertha,6,424,6.05
acetone,7,423,6.05
where'd,7,423,6.05
sensibly,8,423,6.05
rigorously,10,423,6.05
residues,8,423,6.05
pundits,7,423,6.05
prepayment,10,423,6.05
phoney,6,423,6.05
letterhead,10,423,6.05
implantation,12,423,6.05
gunk,4,423,6.05
halts,5,423,6.05
gentlewoman,11,423,6.05
garnish,7,423,6.05
foxglove,8,423,6.05
fraught,7,423,6.05
blissful,8,423,6.05
blister,7,423,6.05
backhand,8,423,6.05
Alexander's,11,423,6.05
unsurpassed,11,422,6.05
spotty,6,422,6.05
savages,7,422,6.05
reassurance,11,422,6.05
Pollock,7,422,6.05
pastoral,8,422,6.05
oscillation,11,422,6.05
magnolia,8,422,6.05
indictments,11,422,6.05
inconsiderate,13,422,6.05
illustrious,11,422,6.05
heartbreak,10,422,6.05
gaskets,7,422,6.05
emergent,8,422,6.05
dwindling,9,422,6.05
collaborated,12,422,6.05
columnists,10,422,6.05
cinematography,14,422,6.05
worksheet,9,421,6.04
urethra,7,421,6.04
Uganda,6,421,6.04
trapper,7,421,6.04
strenuous,9,421,6.04
soundness,9,421,6.04
shackles,8,421,6.04
rowdy,5,421,6.04
penalize,8,421,6.04
methyl,6,421,6.04
kaboom,6,421,6.04
inconsequential,15,421,6.04
gooey,5,421,6.04
eugenics,8,421,6.04
entrusted,9,421,6.04
classed,7,421,6.04
articulation,12,421,6.04
aerosol,7,421,6.04
shivered,8,420,6.04
shadowed,8,420,6.04
placid,6,420,6.04
Mozambique,10,420,6.04
maids,5,420,6.04
manna,5,420,6.04
lactic,6,420,6.04
impeccable,10,420,6.04
guile,5,420,6.04
existent,8,420,6.04
camped,6,420,6.04
boarder,7,420,6.04
betterment,10,420,6.04
basking,7,420,6.04
beet,4,420,6.04
airless,7,420,6.04
aches,5,419,6.04
unimpressed,11,419,6.04
stinger,7,419,6.04
sermons,7,419,6.04
riser,5,419,6.04
predisposition,14,419,6.04
pilgrims,8,419,6.04
oddity,6,419,6.04
mucus,5,419,6.04
manger,6,419,6.04
lovable,7,419,6.04
lunacy,6,419,6.04
labors,6,419,6.04
hearth,6,419,6.04
granular,8,419,6.04
fenders,7,419,6.04
ferocious,9,419,6.04
evacuated,9,419,6.04
embarked,8,419,6.04
droplets,8,419,6.04
coronary,8,419,6.04
council's,9,419,6.04
concealing,10,419,6.04
shaven,6,418,6.04
seasoning,9,418,6.04
romp,4,418,6.04
richly,6,418,6.04
pushy,5,418,6.04
pastime,7,418,6.04
horned,6,418,6.04
golfing,7,418,6.04
fresco,6,418,6.04
exploratory,11,418,6.04
ewe,3,418,6.04
encased,7,418,6.04
clobber,7,418,6.04
Ann's,5,418,6.04
transsexual,11,417,6.03
tomcat,6,417,6.03
sturgeon,8,417,6.03
speaker's,9,417,6.03
sinus,5,417,6.03
Senegal,7,417,6.03
rapier,6,417,6.03
reams,5,417,6.03
pinging,7,417,6.03
peeking,7,417,6.03
muttering,9,417,6.03
inhibited,9,417,6.03
inhibits,8,417,6.03
hero's,6,417,6.03
gob,3,417,6.03
fowl,4,417,6.03
feats,5,417,6.03
earring,7,417,6.03
defame,6,417,6.03
constituencies,14,417,6.03
catechism,9,417,6.03
antennae,8,417,6.03
airflow,7,417,6.03
admirably,9,417,6.03
admirer,7,417,6.03
unearthed,9,416,6.03
tautology,9,416,6.03
supple,6,416,6.03
reindeer,8,416,6.03
pegged,6,416,6.03
overcame,8,416,6.03
masochist,9,416,6.03
intravenous,11,416,6.03
hatched,7,416,6.03
foothills,9,416,6.03
figurines,9,416,6.03
contemplation,13,416,6.03
compartments,12,416,6.03
bridesmaids,11,416,6.03
bonny,5,416,6.03
billboards,10,416,6.03
tuba,4,415,6.03
transpired,10,415,6.03
thermodynamic,13,415,6.03
roared,6,415,6.03
pore,4,415,6.03
padlock,7,415,6.03
parachutes,10,415,6.03
multilateral,12,415,6.03
mommy's,7,415,6.03
mobs,4,415,6.03
jigsaw,6,415,6.03
impervious,10,415,6.03
harmonious,10,415,6.03
afloat,6,415,6.03
tattered,8,414,6.03
oaths,5,414,6.03
obfuscation,11,414,6.03
microcosm,9,414,6.03
magnifying,10,414,6.03
flared,6,414,6.03
disoriented,11,414,6.03
corning,7,414,6.03
coronation,10,414,6.03
conjure,7,414,6.03
characterizes,13,414,6.03
campsite,8,414,6.03
bullies,7,414,6.03
blisters,8,414,6.03
boar,4,414,6.03
Andy's,6,414,6.03
adversaries,11,414,6.03
subtracting,11,413,6.02
soreness,8,413,6.02
patted,6,413,6.02
paradoxical,11,413,6.02
narratives,10,413,6.02
jellyfish,9,413,6.02
inning,6,413,6.02
herds,5,413,6.02
Gertrude,8,413,6.02
Gibraltar,9,413,6.02
fairer,6,413,6.02
fairway,7,413,6.02
descends,8,413,6.02
custodian,9,413,6.02
commencement,12,413,6.02
caterpillar,11,413,6.02
association's,13,413,6.02
afterthought,12,413,6.02
weirdo,6,412,6.02
utensils,8,412,6.02
squeaky,7,412,6.02
scoff,5,412,6.02
occidental,10,412,6.02
molesting,9,412,6.02
mitigate,8,412,6.02
mesmeric,8,412,6.02
Kepler,6,412,6.02
irritates,9,412,6.02
illiteracy,10,412,6.02
distaste,8,412,6.02
cautioned,9,412,6.02
American's,10,412,6.02
turkeys,7,411,6.02
superficially,13,411,6.02
spillover,9,411,6.02
pokes,5,411,6.02
peed,4,411,6.02
murmured,8,411,6.02
mistaking,9,411,6.02
metronome,9,411,6.02
lawyer's,8,411,6.02
impressionable,14,411,6.02
guaranty,8,411,6.02
grieving,8,411,6.02
freshness,9,411,6.02
euclidean,9,411,6.02
enterprising,12,411,6.02
differentiated,14,411,6.02
bear's,6,411,6.02
annum,5,411,6.02
Victoria's,10,410,6.02
vixen,5,410,6.02
varnish,7,410,6.02
sterilized,10,410,6.02
lymph,5,410,6.02
goldmine,8,410,6.02
geneticist,10,410,6.02
forgo,5,410,6.02
fatter,6,410,6.02
espoused,8,410,6.02
diverting,9,410,6.02
consonants,10,410,6.02
bullying,8,410,6.02
automaton,9,410,6.02
acknowledgments,15,409,6.01
turbines,8,409,6.01
torches,7,409,6.01
runways,7,409,6.01
mica,4,409,6.01
lunchtime,9,409,6.01
littered,8,409,6.01
groundwork,10,409,6.01
female's,8,409,6.01
dud,3,409,6.01
disillusioned,13,409,6.01
clasp,5,409,6.01
Bismarck,8,409,6.01
subservient,11,408,6.01
succinct,8,408,6.01
soared,6,408,6.01
senor,5,408,6.01
realty,6,408,6.01
malignant,9,408,6.01
insipid,7,408,6.01
inflexible,10,408,6.01
gawk,4,408,6.01
freeways,8,408,6.01
effecting,9,408,6.01
dreary,6,408,6.01
animal's,8,408,6.01
allusion,8,408,6.01
ambience,8,408,6.01
west's,6,407,6.01
waistband,9,407,6.01
tugging,7,407,6.01
Tess,4,407,6.01
sweaters,8,407,6.01
stipend,7,407,6.01
sprout,6,407,6.01
slop,4,407,6.01
snotty,6,407,6.01
scooped,7,407,6.01
rind,4,407,6.01
Popes,5,407,6.01
nightingale,11,407,6.01
lender,6,407,6.01
humanly,7,407,6.01
hermit,6,407,6.01
froth,5,407,6.01
emptying,8,407,6.01
determinations,14,407,6.01
Darwinism,9,407,6.01
crackpots,9,407,6.01
combing,7,407,6.01
adequacy,8,407,6.01
wrecking,8,406,6.01
wept,4,406,6.01
uptake,6,406,6.01
taxis,5,406,6.01
Sally's,7,406,6.01
ringer,6,406,6.01
recoup,6,406,6.01
photosynthesis,14,406,6.01
perceiving,10,406,6.01
pacifier,8,406,6.01
nonstop,7,406,6.01
moment's,8,406,6.01
mousse,6,406,6.01
Madeleine,9,406,6.01
mallard,7,406,6.01
haggle,6,406,6.01
exacerbated,11,406,6.01
demolish,8,406,6.01
beaker,6,406,6.01
advisers,8,406,6.01
stockman,8,405,6
springing,9,405,6
sobs,4,405,6
slaughtering,12,405,6
sniping,7,405,6
scat,4,405,6
knockout,8,405,6
hoar,4,405,6
harsher,7,405,6
exacting,8,405,6
endgame,7,405,6
weakens,7,404,6
unwitting,9,404,6
stonewall,9,404,6
reunited,8,404,6
raffle,6,404,6
quadratic,9,404,6
querying,8,404,6
prognosis,9,404,6
odious,6,404,6
mastermind,10,404,6
latitudes,9,404,6
imprecise,9,404,6
inciting,8,404,6
France's,8,404,6
domes,5,404,6
diaphragm,9,404,6
dampening,9,404,6
confronts,9,404,6
antidote,8,404,6
undeveloped,11,403,6
trampling,9,403,6
subversion,10,403,6
rhapsody,8,403,6
retentive,9,403,6
rectal,6,403,6
overtake,8,403,6
Midas,5,403,6
lemonade,8,403,6
libido,6,403,6
hurdles,7,403,6
hangers,7,403,6
fishery,7,403,6
fertilizers,11,403,6
corrosive,9,403,6
blooded,7,403,6
bonkers,7,403,6
Yeats,5,402,6
unintelligible,14,402,6
ulterior,8,402,6
terrorize,9,402,6
Taft,4,402,6
spineless,9,402,6
relapse,7,402,6
plumber,7,402,6
ingested,8,402,6
godly,5,402,6
creased,7,402,6
auntie,6,402,6
Amazons,7,402,6
acrobatics,10,401,5.99
whiting,7,401,5.99
transverse,10,401,5.99
precedes,8,401,5.99
muffins,7,401,5.99
misinterpret,12,401,5.99
liberal's,9,401,5.99
indoctrinated,13,401,5.99
grunting,8,401,5.99
glimmer,7,401,5.99
Ethel,5,401,5.99
definable,9,401,5.99
conglomerate,12,401,5.99
worsen,6,400,5.99
squelch,7,400,5.99
Sarah's,7,400,5.99
reeling,7,400,5.99
indulgence,10,400,5.99
grasshopper,11,400,5.99
cornering,9,400,5.99
ascertained,11,400,5.99
underlining,11,399,5.99
ugliness,8,399,5.99
stately,7,399,5.99
spook,5,399,5.99
sanctified,10,399,5.99
roving,6,399,5.99
resins,6,399,5.99
regatta,7,399,5.99
Proteus,7,399,5.99
origination,11,399,5.99
huddled,7,399,5.99
godless,7,399,5.99
gastric,7,399,5.99
Frenchman,9,399,5.99
discus,6,399,5.99
crabs,5,399,5.99
cockroaches,11,399,5.99
cavities,8,399,5.99
borrows,7,399,5.99
blunders,8,399,5.99
Arthur's,8,399,5.99
ulcer,5,398,5.99
testimonial,11,398,5.99
surrendering,12,398,5.99
Styx,4,398,5.99
spyglass,8,398,5.99
scrubbing,9,398,5.99
replenish,9,398,5.99
pranks,6,398,5.99
normative,9,398,5.99
mules,5,398,5.99
mutiny,6,398,5.99
majesty's,9,398,5.99
impaled,7,398,5.99
impassable,10,398,5.99
gingerly,8,398,5.99
gaff,4,398,5.99
fishers,7,398,5.99
etch,4,398,5.99
drenched,8,398,5.99
dissipated,10,398,5.99
debunk,6,398,5.99
cretin,6,398,5.99
wickedness,10,397,5.98
shone,5,397,5.98
serene,6,397,5.98
resilience,10,397,5.98
puree,5,397,5.98
presided,8,397,5.98
practicality,12,397,5.98
lengthwise,10,397,5.98
interpretive,12,397,5.98
forefinger,10,397,5.98
blowfish,8,397,5.98
agrarian,8,397,5.98
advancements,12,397,5.98
spurred,7,396,5.98
slugger,7,396,5.98
retreating,10,396,5.98
recreating,10,396,5.98
postman,7,396,5.98
lice,4,396,5.98
kilometer,9,396,5.98
Harper's,8,396,5.98
gladiator,9,396,5.98
correspondingly,15,396,5.98
compensating,12,396,5.98
burnside,8,396,5.98
Antoinette,10,396,5.98
workmanship,11,395,5.98
wielder,7,395,5.98
watchmen,8,395,5.98
violins,7,395,5.98
springtime,10,395,5.98
sacrament,9,395,5.98
recited,7,395,5.98
plowed,6,395,5.98
nominating,10,395,5.98
musician's,10,395,5.98
muskets,7,395,5.98
lawns,5,395,5.98
Kate's,6,395,5.98
incriminating,13,395,5.98
holler,6,395,5.98
hacienda,8,395,5.98
foothill,8,395,5.98
erupt,5,395,5.98
dinky,5,395,5.98
delicately,10,395,5.98
brim,4,395,5.98
ashore,6,395,5.98
amply,5,395,5.98
affords,7,395,5.98
trilateral,10,394,5.98
stormed,7,394,5.98
stillness,9,394,5.98
speedily,8,394,5.98
solstice,8,394,5.98
rote,4,394,5.98
reviving,8,394,5.98
rallied,7,394,5.98
plurality,9,394,5.98
photographing,13,394,5.98
parcels,7,394,5.98
nudism,6,394,5.98
impel,5,394,5.98
incendiary,10,394,5.98
imitations,10,394,5.98
hopelessness,12,394,5.98
disregarding,12,394,5.98
discord,7,394,5.98
cortisone,9,394,5.98
contraceptive,13,394,5.98
closeout,8,394,5.98
beltway,7,394,5.98
authorizing,11,394,5.98
snowed,6,393,5.97
sickle,6,393,5.97
nigh,4,393,5.97
mutter,6,393,5.97
moths,5,393,5.97
maturing,8,393,5.97
league's,8,393,5.97
ensued,6,393,5.97
dealerships,11,393,5.97
Cristo,6,393,5.97
cosmopolitan,12,393,5.97
conquests,9,393,5.97
castration,10,393,5.97
boasting,8,393,5.97
berth,5,393,5.97
beetles,7,393,5.97
aristocracy,11,393,5.97
vulture,7,392,5.97
unlicensed,10,392,5.97
Tommy's,7,392,5.97
totem,5,392,5.97
symbolize,9,392,5.97
spacious,8,392,5.97
slumped,7,392,5.97
redwoods,8,392,5.97
peddle,6,392,5.97
mouthed,7,392,5.97
jabber,6,392,5.97
imperfections,13,392,5.97
hellish,7,392,5.97
ghastly,7,392,5.97
flopped,7,392,5.97
flattery,8,392,5.97
deadheads,9,392,5.97
decorating,10,392,5.97
antithesis,10,392,5.97
affliction,10,392,5.97
vicar,5,391,5.97
underdog,8,391,5.97
synagogues,10,391,5.97
succumbed,9,391,5.97
suffixes,8,391,5.97
smallpox,8,391,5.97
shogun,6,391,5.97
sappy,5,391,5.97
roadway,7,391,5.97
repaint,7,391,5.97
quadruple,9,391,5.97
prudence,8,391,5.97
preparatory,11,391,5.97
forsake,7,391,5.97
flexed,6,391,5.97
fabricate,9,391,5.97
Eddie's,7,391,5.97
downgrade,9,391,5.97
dreadnought,11,391,5.97
docile,6,391,5.97
discharges,10,391,5.97
uplifting,9,390,5.97
thrives,7,390,5.97
Taoism,6,390,5.97
saffron,7,390,5.97
receptacle,10,390,5.97
perusing,8,390,5.97
medics,6,390,5.97
lancer,6,390,5.97
facetious,9,390,5.97
espy,4,390,5.97
encapsulate,11,390,5.97
educations,10,390,5.97
elaboration,11,390,5.97
decorate,8,390,5.97
criminality,11,390,5.97
brothels,8,390,5.97
apprehensive,12,390,5.97
undeniably,10,389,5.96
tropics,7,389,5.96
spoiling,8,389,5.96
schoolhouse,11,389,5.96
Rousseau,8,389,5.96
resettlement,12,389,5.96
retardation,11,389,5.96
propriety,9,389,5.96
multitudes,10,389,5.96
hangout,7,389,5.96
gratifying,10,389,5.96
fraternal,9,389,5.96
fords,5,389,5.96
experiential,12,389,5.96
ethos,5,389,5.96
enforceable,11,389,5.96
doves,5,389,5.96
dropout,7,389,5.96
assignee,8,389,5.96
aqueous,7,389,5.96
vengeful,8,388,5.96
untenable,9,388,5.96
trappings,9,388,5.96
toxin,5,388,5.96
superceded,10,388,5.96
Pandora,7,388,5.96
newsworthy,10,388,5.96
martyrdom,9,388,5.96
kitchens,8,388,5.96
interns,7,388,5.96
glaucoma,8,388,5.96
fawn,4,388,5.96
candlelight,11,388,5.96
avarice,7,388,5.96
baboon,6,388,5.96
anachronism,11,388,5.96
aback,5,387,5.96
whirl,5,387,5.96
uninitiated,11,387,5.96
sensitivities,13,387,5.96
replete,7,387,5.96
regenerating,12,387,5.96
repaid,6,387,5.96
raiser,6,387,5.96
ravel,5,387,5.96
realist,7,387,5.96
purportedly,11,387,5.96
